,ncells,n_mutation_groups,mutation_group_size,coverage,n_clusters,seed,accuracy_given_clusters,error_given_clusters,accuracy_given_k_kmeans,error_given_k_kmeans,accuracy_kmeans,error_kmeans,accuracy_phertilizer,error_phertilizer,accuracy_given_k_kmeans_post,error_given_k_kmeans_post,accuracy_kmeans_post,error_kmeans_post,accuracy_pharming,error_pharming
138,1000,10,100,0.02,5,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p5_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p5_s3/solution_0/B.csv',0.3181357649442756,,0.27203647416413373,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p5_s3/solution_0/B.csv',0.5075987841945289,,0.3596757852077001,
139,1000,10,100,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p5_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p5_s4/solution_0/B.csv',0.8742138364779874,,0.3789308176100629,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p5_s4/solution_0/B.csv',0.8742138364779874,,0.0,
140,1000,10,100,0.02,10,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p10_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p10_s0/solution_0/B.csv',0.9009100101112234,,0.3235591506572295,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p10_s0/solution_0/B.csv',0.9009100101112234,,0.0,
141,1000,10,100,0.02,10,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p10_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p10_s1/solution_0/B.csv',0.0,,0.097,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p10_s1/solution_0/B.csv',0.0,,0.034,
142,1000,10,100,0.02,10,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p10_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p10_s2/solution_0/B.csv',0.5378564405113078,,0.11946902654867257,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p10_s2/solution_0/B.csv',0.6027531956735497,,0.13864306784660768,
143,1000,10,100,0.02,10,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p10_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p10_s3/solution_0/B.csv',0.24248302618816683,,0.0950533462657614,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p10_s3/solution_0/B.csv',0.24248302618816683,,0.04364694471387003,
144,1000,10,100,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p10_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p10_s4/solution_0/B.csv',0.0,,0.10703043022035677,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p10_s4/solution_0/B.csv',0.0,,0.0,
145,1000,10,100,0.02,15,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p15_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p15_s0/solution_0/B.csv',0.09514370664023786,,0.0,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p15_s0/solution_0/B.csv',0.19425173439048563,,0.0,
146,1000,10,100,0.02,15,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p15_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p15_s1/solution_0/B.csv',0.197845249755142,,0.0,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p15_s1/solution_0/B.csv',0.37904015670910873,,0.0,
147,1000,10,100,0.02,15,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p15_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p15_s2/solution_0/B.csv',0.16898608349900596,,0.04920477137176938,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p15_s2/solution_0/B.csv',0.3926441351888668,,0.0,
148,1000,10,100,0.02,15,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p15_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p15_s3/solution_0/B.csv',0.0,,0.0,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p15_s3/solution_0/B.csv',0.0,,0.0,
149,1000,10,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p15_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p15_s4/solution_0/B.csv',0.11911911911911911,,0.08358358358358359,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p15_s4/solution_0/B.csv',0.3533533533533533,,0.008008008008008008,
150,1000,10,100,0.05,5,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.05_p5_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p5_s0/solution_0/B.csv',0.24083250743310208,,0.2918731417244797,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p5_s0/solution_0/B.csv',0.3657086223984143,,0.43409316154608524,
151,1000,10,100,0.05,5,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.05_p5_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p5_s1/solution_0/B.csv',0.7963525835866262,,0.4078014184397163,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p5_s1/solution_0/B.csv',0.7963525835866262,,0.7963525835866262,
152,1000,10,100,0.05,5,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.05_p5_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p5_s2/solution_0/B.csv',0.8475103734439834,,0.3962655601659751,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p5_s2/solution_0/B.csv',1.0,,0.0,
153,1000,10,100,0.05,5,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.05_p5_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p5_s3/solution_0/B.csv',0.7355623100303952,,0.34701114488348533,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p5_s3/solution_0/B.csv',0.7355623100303952,,0.3981762917933131,
154,1000,10,100,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.05_p5_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p5_s4/solution_0/B.csv',0.8941299790356394,,0.23270440251572327,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p5_s4/solution_0/B.csv',1.0,,0.0,
155,1000,10,100,0.05,10,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.05_p10_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p10_s0/solution_0/B.csv',0.8230535894843276,,0.17037411526794743,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p10_s0/solution_0/B.csv',0.8230535894843276,,0.0,
156,1000,10,100,0.05,10,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.05_p10_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p10_s1/solution_0/B.csv',0.102,,0.1425,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p10_s1/solution_0/B.csv',0.116,,0.036,
157,1000,10,100,0.05,10,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.05_p10_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p10_s2/solution_0/B.csv',0.7433628318584071,,0.12340216322517207,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p10_s2/solution_0/B.csv',0.7433628318584071,,0.2704031465093412,
158,1000,10,100,0.05,10,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.05_p10_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p10_s3/solution_0/B.csv',0.6265761396702231,,0.09602327837051407,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p10_s3/solution_0/B.csv',0.6692531522793405,,0.04849660523763336,
159,1000,10,100,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.05_p10_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p10_s4/solution_0/B.csv',0.5141657922350472,,0.1080797481636936,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p10_s4/solution_0/B.csv',0.5141657922350472,,0.0,
160,1000,10,100,0.05,15,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.05_p15_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p15_s0/solution_0/B.csv',0.13082259663032705,,0.0,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p15_s0/solution_0/B.csv',0.1962338949454906,,0.0,
161,1000,10,100,0.05,15,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.05_p15_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p15_s1/solution_0/B.csv',0.5778648383937316,,0.0,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p15_s1/solution_0/B.csv',0.5974534769833496,,0.0,
162,1000,10,100,0.05,15,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.05_p15_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p15_s2/solution_0/B.csv',0.09145129224652088,,0.04920477137176938,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p15_s2/solution_0/B.csv',0.09145129224652088,,0.0,
163,1000,10,100,0.05,15,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.05_p15_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p15_s3/solution_0/B.csv',0.6826530612244898,,0.0,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p15_s3/solution_0/B.csv',0.6826530612244898,,0.0,
164,1000,10,100,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.05_p15_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p15_s4/solution_0/B.csv',0.4034034034034034,,0.08558558558558559,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p15_s4/solution_0/B.csv',0.5675675675675675,,0.002002002002002002,
165,1000,10,100,0.1,5,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.1_p5_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p5_s0/solution_0/B.csv',0.8572844400396432,,0.32854311199207137,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p5_s0/solution_0/B.csv',0.931615460852329,,0.5153617443012884,
166,1000,10,100,0.1,5,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.1_p5_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p5_s1/solution_0/B.csv',0.53596757852077,,0.4706180344478217,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p5_s1/solution_0/B.csv',0.8743667679837892,,0.7963525835866262,
167,1000,10,100,0.1,5,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.1_p5_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p5_s2/solution_0/B.csv',0.8423236514522822,,0.44553941908713696,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p5_s2/solution_0/B.csv',1.0,,0.0,
168,1000,10,100,0.1,5,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.1_p5_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p5_s3/solution_0/B.csv',0.6980749746707193,,0.5319148936170213,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p5_s3/solution_0/B.csv',0.8956433637284701,,0.3819655521783181,
169,1000,10,100,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.1_p5_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p5_s4/solution_0/B.csv',0.8637316561844863,,0.21226415094339623,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p5_s4/solution_0/B.csv',1.0,,0.0,
170,1000,10,100,0.1,10,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.1_p10_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p10_s0/solution_0/B.csv',0.8685540950455005,,0.10869565217391304,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p10_s0/solution_0/B.csv',0.9009100101112234,,0.0,
171,1000,10,100,0.1,10,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.1_p10_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p10_s1/solution_0/B.csv',0.455,,0.1155,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p10_s1/solution_0/B.csv',0.455,,0.012,
172,1000,10,100,0.1,10,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.1_p10_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p10_s2/solution_0/B.csv',0.7738446411012783,,0.13126843657817108,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p10_s2/solution_0/B.csv',0.7954768928220256,,0.2782694198623402,
173,1000,10,100,0.1,10,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.1_p10_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p10_s3/solution_0/B.csv',0.8642095053346266,,0.09602327837051407,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p10_s3/solution_0/B.csv',0.9030067895247332,,0.09408341416100872,
174,1000,10,100,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.1_p10_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p10_s4/solution_0/B.csv',0.8604407135362014,,0.15949632738719832,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p10_s4/solution_0/B.csv',0.9433368310598111,,0.0,
175,1000,10,100,0.1,15,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.1_p15_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p15_s0/solution_0/B.csv',0.36273538156590684,,0.0,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p15_s0/solution_0/B.csv',0.36273538156590684,,0.0,
176,1000,10,100,0.1,15,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.1_p15_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p15_s1/solution_0/B.csv',0.6650342801175319,,0.0,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p15_s1/solution_0/B.csv',0.6650342801175319,,0.0,
177,1000,10,100,0.1,15,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.1_p15_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p15_s2/solution_0/B.csv',0.5646123260437376,,0.0014910536779324055,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p15_s2/solution_0/B.csv',0.5646123260437376,,0.0,
178,1000,10,100,0.1,15,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.1_p15_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p15_s3/solution_0/B.csv',0.889795918367347,,0.0,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p15_s3/solution_0/B.csv',0.9030612244897959,,0.0,
179,1000,10,100,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.1_p15_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p15_s4/solution_0/B.csv',0.3743743743743744,,0.0915915915915916,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.1_p15_s4/solution_0/B.csv',0.3743743743743744,,0.0,
180,1000,10,500,0.02,5,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p5_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p5_s0/solution_0/B.csv',0.32858003615183773,,0.2091785499096204,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p5_s0/solution_0/B.csv',0.5878690500100422,,0.0725045189797148,
181,1000,10,500,0.02,5,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p5_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p5_s1/solution_0/B.csv',0.5822937625754527,,0.478169014084507,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p5_s1/solution_0/B.csv',0.7983903420523139,,0.0,
182,1000,10,500,0.02,5,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p5_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p5_s2/solution_0/B.csv',1.0,,0.31376929325751424,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p5_s2/solution_0/B.csv',1.0,,0.17912266450040618,
183,1000,10,500,0.02,5,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p5_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p5_s3/solution_0/B.csv',0.08950120675784393,,0.48370876910699917,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p5_s3/solution_0/B.csv',0.2938455349959775,,0.5685840707964602,
184,1000,10,500,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p5_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p5_s4/solution_0/B.csv',0.916971173365814,,0.4931993503857085,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p5_s4/solution_0/B.csv',0.916971173365814,,0.42590336987413724,
185,1000,10,500,0.02,10,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p10_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p10_s0/solution_0/B.csv',0.7874221418525216,,0.07765722322684349,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p10_s0/solution_0/B.csv',0.9003415712276471,,0.17058468957203135,
186,1000,10,500,0.02,10,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p10_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p10_s1/solution_0/B.csv',0.0,,0.0946,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p10_s1/solution_0/B.csv',0.0,,0.105,
187,1000,10,500,0.02,10,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p10_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p10_s2/solution_0/B.csv',0.7849206349206349,,0.10327380952380952,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p10_s2/solution_0/B.csv',0.7849206349206349,,0.21904761904761905,
188,1000,10,500,0.02,10,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p10_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p10_s3/solution_0/B.csv',0.39289940828402364,,0.06341222879684418,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p10_s3/solution_0/B.csv',0.39289940828402364,,0.09467455621301775,
189,1000,10,500,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p10_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p10_s4/solution_0/B.csv',0.09085340955492037,,0.16843609636586362,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p10_s4/solution_0/B.csv',0.2723560636994692,,0.0,
190,1000,10,500,0.02,15,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p15_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p15_s0/solution_0/B.csv',0.13782115116510654,,0.0,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p15_s0/solution_0/B.csv',0.19737104162517427,,0.0898227444732125,
191,1000,10,500,0.02,15,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p15_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p15_s1/solution_0/B.csv',0.1478537360890302,,0.0,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p15_s1/solution_0/B.csv',0.23648648648648649,,0.1931637519872814,
192,1000,10,500,0.02,15,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p15_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p15_s2/solution_0/B.csv',0.11441100259118996,,0.049930237193541956,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size500_cov0.02_p15_s2/solution_0/B.csv',0.14869443890771378,,0.0,
