cluster,subcluster,cell
4,0,SA1090-A96213A-R35-C15
5,0,SA1090-A96213A-R35-C16
6,0,SA1090-A96213A-R35-C17
4,0,SA1090-A96213A-R35-C18
5,0,SA1090-A96213A-R35-C20
5,0,SA1090-A96213A-R35-C21
4,0,SA1090-A96213A-R35-C22
6,0,SA1090-A96213A-R35-C23
4,0,SA1090-A96213A-R35-C24
4,0,SA1090-A96213A-R35-C25
4,0,SA1090-A96213A-R35-C26
4,0,SA1090-A96213A-R35-C27
4,0,SA1090-A96213A-R35-C28
4,0,SA1090-A96213A-R35-C29
6,0,SA1090-A96213A-R35-C30
5,0,SA1090-A96213A-R35-C31
5,0,SA1090-A96213A-R35-C32
4,0,SA1090-A96213A-R35-C33
5,0,SA1090-A96213A-R35-C34
4,0,SA1090-A96213A-R35-C36
5,0,SA1090-A96213A-R35-C38
4,0,SA1090-A96213A-R35-C39
5,0,SA1090-A96213A-R35-C41
6,0,SA1090-A96213A-R35-C44
4,0,SA1090-A96213A-R35-C45
4,0,SA1090-A96213A-R35-C47
6,0,SA1090-A96213A-R35-C48
2,0,SA921-A90554A-R03-C05
2,0,SA921-A90554A-R03-C08
2,0,SA921-A90554A-R03-C09
2,0,SA921-A90554A-R03-C13
2,0,SA921-A90554A-R03-C14
2,0,SA921-A90554A-R03-C16
2,0,SA921-A90554A-R03-C19
2,0,SA921-A90554A-R03-C20
2,0,SA921-A90554A-R03-C21
2,0,SA921-A90554A-R03-C22
2,0,SA921-A90554A-R03-C24
2,0,SA921-A90554A-R03-C26
2,0,SA921-A90554A-R03-C27
2,0,SA921-A90554A-R03-C28
2,0,SA921-A90554A-R03-C30
2,0,SA921-A90554A-R03-C34
2,0,SA921-A90554A-R03-C35
2,0,SA921-A90554A-R03-C36
2,0,SA921-A90554A-R03-C38
2,0,SA921-A90554A-R03-C41
2,0,SA921-A90554A-R03-C42
2,0,SA921-A90554A-R03-C44
2,0,SA921-A90554A-R03-C45
2,0,SA921-A90554A-R03-C49
2,0,SA921-A90554A-R03-C50
2,0,SA921-A90554A-R03-C51
2,0,SA921-A90554A-R03-C53
2,0,SA921-A90554A-R03-C56
2,0,SA921-A90554A-R03-C57
2,0,SA921-A90554A-R03-C58
2,0,SA921-A90554A-R03-C59
2,0,SA921-A90554A-R03-C64
2,0,SA921-A90554A-R03-C65
2,0,SA921-A90554A-R03-C66
2,0,SA921-A90554A-R03-C67
2,0,SA921-A90554A-R03-C68
2,0,SA921-A90554A-R03-C70
2,0,SA921-A90554A-R04-C05
2,0,SA921-A90554A-R04-C07
2,0,SA921-A90554A-R04-C08
2,0,SA921-A90554A-R04-C09
2,0,SA921-A90554A-R04-C10
2,0,SA921-A90554A-R04-C11
2,0,SA921-A90554A-R04-C12
2,0,SA921-A90554A-R04-C13
2,0,SA921-A90554A-R04-C14
2,0,SA921-A90554A-R04-C15
2,0,SA921-A90554A-R04-C16
2,0,SA921-A90554A-R04-C17
2,0,SA921-A90554A-R04-C20
2,0,SA921-A90554A-R04-C21
2,0,SA921-A90554A-R04-C22
2,0,SA921-A90554A-R04-C24
2,0,SA921-A90554A-R04-C25
2,0,SA921-A90554A-R04-C26
2,0,SA921-A90554A-R04-C27
2,0,SA921-A90554A-R04-C29
2,0,SA921-A90554A-R04-C30
2,0,SA921-A90554A-R04-C33
2,0,SA921-A90554A-R04-C34
2,0,SA921-A90554A-R04-C35
2,0,SA921-A90554A-R04-C37
2,0,SA921-A90554A-R04-C40
2,0,SA921-A90554A-R04-C41
2,0,SA921-A90554A-R04-C42
2,0,SA921-A90554A-R04-C43
2,0,SA921-A90554A-R04-C44
2,0,SA921-A90554A-R04-C45
2,0,SA921-A90554A-R04-C47
2,0,SA921-A90554A-R04-C48
2,0,SA921-A90554A-R04-C49
2,0,SA921-A90554A-R04-C51
2,0,SA921-A90554A-R04-C52
2,0,SA921-A90554A-R04-C53
2,0,SA921-A90554A-R04-C56
2,0,SA921-A90554A-R04-C57
2,0,SA921-A90554A-R04-C58
2,0,SA921-A90554A-R04-C59
2,0,SA921-A90554A-R04-C60
2,0,SA921-A90554A-R04-C62
2,0,SA921-A90554A-R04-C64
2,0,SA921-A90554A-R04-C65
2,0,SA921-A90554A-R04-C66
2,0,SA921-A90554A-R04-C67
2,0,SA921-A90554A-R04-C68
2,0,SA921-A90554A-R04-C69
2,0,SA921-A90554A-R04-C70
2,0,SA921-A90554A-R05-C05
2,0,SA921-A90554A-R05-C07
2,0,SA921-A90554A-R05-C09
2,0,SA921-A90554A-R05-C10
2,0,SA921-A90554A-R05-C11
2,0,SA921-A90554A-R05-C12
2,0,SA921-A90554A-R05-C14
2,0,SA921-A90554A-R05-C16
2,0,SA921-A90554A-R05-C17
2,0,SA921-A90554A-R05-C18
2,0,SA921-A90554A-R05-C19
2,0,SA921-A90554A-R05-C20
2,0,SA921-A90554A-R05-C21
2,0,SA921-A90554A-R05-C22
2,0,SA921-A90554A-R05-C24
2,0,SA921-A90554A-R05-C25
2,0,SA921-A90554A-R05-C27
2,0,SA921-A90554A-R05-C28
2,0,SA921-A90554A-R05-C31
2,0,SA921-A90554A-R05-C32
2,0,SA921-A90554A-R05-C34
2,0,SA921-A90554A-R05-C35
2,0,SA921-A90554A-R05-C36
2,0,SA921-A90554A-R05-C37
2,0,SA921-A90554A-R05-C38
2,0,SA921-A90554A-R05-C39
2,0,SA921-A90554A-R05-C40
2,0,SA921-A90554A-R05-C41
2,0,SA921-A90554A-R05-C42
2,0,SA921-A90554A-R05-C44
2,0,SA921-A90554A-R05-C45
2,0,SA921-A90554A-R05-C47
2,0,SA921-A90554A-R05-C51
2,0,SA921-A90554A-R05-C52
2,0,SA921-A90554A-R05-C53
2,0,SA921-A90554A-R05-C54
2,0,SA921-A90554A-R05-C55
2,0,SA921-A90554A-R05-C56
2,0,SA921-A90554A-R05-C57
2,0,SA921-A90554A-R05-C58
2,0,SA921-A90554A-R05-C59
2,0,SA921-A90554A-R05-C60
2,0,SA921-A90554A-R05-C61
2,0,SA921-A90554A-R05-C63
2,0,SA921-A90554A-R05-C64
2,0,SA921-A90554A-R05-C66
2,0,SA921-A90554A-R05-C68
2,0,SA921-A90554A-R05-C69
2,0,SA921-A90554A-R05-C70
2,0,SA921-A90554A-R06-C07
2,0,SA921-A90554A-R06-C09
2,0,SA921-A90554A-R06-C13
2,0,SA921-A90554A-R06-C14
2,0,SA921-A90554A-R06-C16
2,0,SA921-A90554A-R06-C17
2,0,SA921-A90554A-R06-C18
2,0,SA921-A90554A-R06-C20
2,0,SA921-A90554A-R06-C21
2,0,SA921-A90554A-R06-C22
2,0,SA921-A90554A-R06-C23
2,0,SA921-A90554A-R06-C24
2,0,SA921-A90554A-R06-C25
2,0,SA921-A90554A-R06-C27
2,0,SA921-A90554A-R06-C32
2,0,SA921-A90554A-R06-C33
2,0,SA921-A90554A-R06-C35
2,0,SA921-A90554A-R06-C37
2,0,SA921-A90554A-R06-C38
2,0,SA921-A90554A-R06-C45
2,0,SA921-A90554A-R06-C46
2,0,SA921-A90554A-R06-C51
2,0,SA921-A90554A-R06-C53
2,0,SA921-A90554A-R06-C57
2,0,SA921-A90554A-R06-C58
2,0,SA921-A90554A-R06-C59
2,0,SA921-A90554A-R06-C60
2,0,SA921-A90554A-R06-C64
2,0,SA921-A90554A-R06-C66
2,0,SA921-A90554A-R06-C69
2,0,SA921-A90554A-R06-C70
2,0,SA921-A90554A-R07-C05
2,0,SA921-A90554A-R07-C07
2,0,SA921-A90554A-R07-C08
2,0,SA921-A90554A-R07-C10
2,0,SA921-A90554A-R07-C13
2,0,SA921-A90554A-R07-C16
2,0,SA921-A90554A-R07-C17
2,0,SA921-A90554A-R07-C18
2,0,SA921-A90554A-R07-C19
2,0,SA921-A90554A-R07-C22
2,0,SA921-A90554A-R07-C24
2,0,SA921-A90554A-R07-C25
2,0,SA921-A90554A-R07-C29
2,0,SA921-A90554A-R07-C30
2,0,SA921-A90554A-R07-C34
2,0,SA921-A90554A-R07-C35
2,0,SA921-A90554A-R07-C37
2,0,SA921-A90554A-R07-C38
2,0,SA921-A90554A-R07-C40
2,0,SA921-A90554A-R07-C41
2,0,SA921-A90554A-R07-C43
2,0,SA921-A90554A-R07-C45
2,0,SA921-A90554A-R07-C48
2,0,SA921-A90554A-R07-C49
2,0,SA921-A90554A-R07-C52
2,0,SA921-A90554A-R07-C53
2,0,SA921-A90554A-R07-C56
2,0,SA921-A90554A-R07-C58
2,0,SA921-A90554A-R07-C59
2,0,SA921-A90554A-R07-C61
2,0,SA921-A90554A-R07-C63
2,0,SA921-A90554A-R07-C64
2,0,SA921-A90554A-R07-C65
2,0,SA921-A90554A-R07-C66
2,0,SA921-A90554A-R07-C67
2,0,SA921-A90554A-R07-C69
2,0,SA921-A90554A-R08-C03
2,0,SA921-A90554A-R08-C05
2,0,SA921-A90554A-R08-C07
2,0,SA921-A90554A-R08-C08
2,0,SA921-A90554A-R08-C09
2,0,SA921-A90554A-R08-C10
2,0,SA921-A90554A-R08-C11
2,0,SA921-A90554A-R08-C12
2,0,SA921-A90554A-R08-C16
2,0,SA921-A90554A-R08-C17
2,0,SA921-A90554A-R08-C18
2,0,SA921-A90554A-R08-C20
2,0,SA921-A90554A-R08-C21
2,0,SA921-A90554A-R08-C22
2,0,SA921-A90554A-R08-C24
2,0,SA921-A90554A-R08-C25
2,0,SA921-A90554A-R08-C26
2,0,SA921-A90554A-R08-C27
2,0,SA921-A90554A-R08-C28
2,0,SA921-A90554A-R08-C29
2,0,SA921-A90554A-R08-C32
2,0,SA921-A90554A-R08-C34
2,0,SA921-A90554A-R08-C36
2,0,SA921-A90554A-R08-C37
2,0,SA921-A90554A-R08-C38
2,0,SA921-A90554A-R08-C41
2,0,SA921-A90554A-R08-C42
2,0,SA921-A90554A-R08-C43
2,0,SA921-A90554A-R08-C44
2,0,SA921-A90554A-R08-C45
2,0,SA921-A90554A-R08-C48
2,0,SA921-A90554A-R08-C49
2,0,SA921-A90554A-R08-C51
2,0,SA921-A90554A-R08-C52
2,0,SA921-A90554A-R08-C53
2,0,SA921-A90554A-R08-C54
2,0,SA921-A90554A-R08-C55
2,0,SA921-A90554A-R08-C56
2,0,SA921-A90554A-R08-C57
2,0,SA921-A90554A-R08-C58
2,0,SA921-A90554A-R08-C59
2,0,SA921-A90554A-R08-C61
2,0,SA921-A90554A-R08-C62
2,0,SA921-A90554A-R08-C65
2,0,SA921-A90554A-R08-C66
2,0,SA921-A90554A-R08-C67
2,0,SA921-A90554A-R08-C68
2,0,SA921-A90554A-R08-C69
2,0,SA921-A90554A-R08-C70
2,0,SA921-A90554A-R09-C03
2,0,SA921-A90554A-R09-C05
2,0,SA921-A90554A-R09-C07
2,0,SA921-A90554A-R09-C09
2,0,SA921-A90554A-R09-C10
2,0,SA921-A90554A-R09-C11
2,0,SA921-A90554A-R09-C12
2,0,SA921-A90554A-R09-C13
2,0,SA921-A90554A-R09-C14
2,0,SA921-A90554A-R09-C16
2,0,SA921-A90554A-R09-C17
2,0,SA921-A90554A-R09-C18
2,0,SA921-A90554A-R09-C19
2,0,SA921-A90554A-R09-C21
2,0,SA921-A90554A-R09-C22
2,0,SA921-A90554A-R09-C24
2,0,SA921-A90554A-R09-C27
2,0,SA921-A90554A-R09-C28
2,0,SA921-A90554A-R09-C30
2,0,SA921-A90554A-R09-C32
2,0,SA921-A90554A-R09-C33
2,0,SA921-A90554A-R09-C35
2,0,SA921-A90554A-R09-C36
2,0,SA921-A90554A-R09-C37
2,0,SA921-A90554A-R09-C38
2,0,SA921-A90554A-R09-C40
2,0,SA921-A90554A-R09-C41
2,0,SA921-A90554A-R09-C45
2,0,SA921-A90554A-R09-C48
2,0,SA921-A90554A-R09-C49
2,0,SA921-A90554A-R09-C51
2,0,SA921-A90554A-R09-C53
2,0,SA921-A90554A-R09-C56
2,0,SA921-A90554A-R09-C57
2,0,SA921-A90554A-R09-C58
2,0,SA921-A90554A-R09-C59
2,0,SA921-A90554A-R09-C61
2,0,SA921-A90554A-R09-C62
2,0,SA921-A90554A-R09-C64
2,0,SA921-A90554A-R09-C65
2,0,SA921-A90554A-R09-C66
2,0,SA921-A90554A-R09-C68
2,0,SA921-A90554A-R09-C69
2,0,SA921-A90554A-R10-C05
2,0,SA921-A90554A-R10-C09
2,0,SA921-A90554A-R10-C11
2,0,SA921-A90554A-R10-C12
2,0,SA921-A90554A-R10-C13
2,0,SA921-A90554A-R10-C14
2,0,SA921-A90554A-R10-C16
2,0,SA921-A90554A-R10-C17
2,0,SA921-A90554A-R10-C18
2,0,SA921-A90554A-R10-C21
2,0,SA921-A90554A-R10-C22
2,0,SA921-A90554A-R10-C24
2,0,SA921-A90554A-R10-C28
2,0,SA921-A90554A-R10-C30
2,0,SA921-A90554A-R10-C33
2,0,SA921-A90554A-R10-C35
2,0,SA921-A90554A-R10-C36
2,0,SA921-A90554A-R10-C38
2,0,SA921-A90554A-R10-C43
2,0,SA921-A90554A-R10-C44
2,0,SA921-A90554A-R10-C45
2,0,SA921-A90554A-R10-C48
2,0,SA921-A90554A-R10-C49
2,0,SA921-A90554A-R10-C50
2,0,SA921-A90554A-R10-C53
2,0,SA921-A90554A-R10-C56
2,0,SA921-A90554A-R10-C57
2,0,SA921-A90554A-R10-C58
2,0,SA921-A90554A-R10-C59
2,0,SA921-A90554A-R10-C60
2,0,SA921-A90554A-R10-C61
2,0,SA921-A90554A-R10-C62
2,0,SA921-A90554A-R10-C64
2,0,SA921-A90554A-R10-C65
2,0,SA921-A90554A-R10-C66
2,0,SA921-A90554A-R10-C68
2,0,SA921-A90554A-R10-C70
2,0,SA921-A90554A-R11-C03
2,0,SA921-A90554A-R11-C05
2,0,SA921-A90554A-R11-C07
2,0,SA921-A90554A-R11-C08
2,0,SA921-A90554A-R11-C09
2,0,SA921-A90554A-R11-C11
2,0,SA921-A90554A-R11-C13
2,0,SA921-A90554A-R11-C14
2,0,SA921-A90554A-R11-C16
2,0,SA921-A90554A-R11-C19
2,0,SA921-A90554A-R11-C20
2,0,SA921-A90554A-R11-C25
2,0,SA921-A90554A-R11-C26
2,0,SA921-A90554A-R11-C27
2,0,SA921-A90554A-R11-C29
2,0,SA921-A90554A-R11-C34
2,0,SA921-A90554A-R11-C35
2,0,SA921-A90554A-R11-C36
2,0,SA921-A90554A-R11-C37
2,0,SA921-A90554A-R11-C38
2,0,SA921-A90554A-R11-C40
2,0,SA921-A90554A-R11-C41
2,0,SA921-A90554A-R11-C42
2,0,SA921-A90554A-R11-C44
2,0,SA921-A90554A-R11-C47
2,0,SA921-A90554A-R11-C48
2,0,SA921-A90554A-R11-C49
2,0,SA921-A90554A-R11-C50
2,0,SA921-A90554A-R11-C52
2,0,SA921-A90554A-R11-C56
2,0,SA921-A90554A-R11-C57
2,0,SA921-A90554A-R11-C58
2,0,SA921-A90554A-R11-C59
2,0,SA921-A90554A-R11-C60
2,0,SA921-A90554A-R11-C64
2,0,SA921-A90554A-R11-C66
2,0,SA921-A90554A-R11-C67
2,0,SA921-A90554A-R11-C68
2,0,SA921-A90554A-R11-C70
2,0,SA921-A90554A-R12-C03
2,0,SA921-A90554A-R12-C07
2,0,SA921-A90554A-R12-C09
2,0,SA921-A90554A-R12-C10
2,0,SA921-A90554A-R12-C11
2,0,SA921-A90554A-R12-C13
2,0,SA921-A90554A-R12-C14
2,0,SA921-A90554A-R12-C17
2,0,SA921-A90554A-R12-C18
2,0,SA921-A90554A-R12-C19
2,0,SA921-A90554A-R12-C20
2,0,SA921-A90554A-R12-C24
2,0,SA921-A90554A-R12-C25
2,0,SA921-A90554A-R12-C26
2,0,SA921-A90554A-R12-C28
2,0,SA921-A90554A-R12-C29
2,0,SA921-A90554A-R12-C32
2,0,SA921-A90554A-R12-C34
2,0,SA921-A90554A-R12-C35
2,0,SA921-A90554A-R12-C36
2,0,SA921-A90554A-R12-C37
2,0,SA921-A90554A-R12-C41
2,0,SA921-A90554A-R12-C42
2,0,SA921-A90554A-R12-C43
2,0,SA921-A90554A-R12-C45
2,0,SA921-A90554A-R12-C50
2,0,SA921-A90554A-R12-C51
2,0,SA921-A90554A-R12-C53
2,0,SA921-A90554A-R12-C55
2,0,SA921-A90554A-R12-C56
2,0,SA921-A90554A-R12-C57
2,0,SA921-A90554A-R12-C58
2,0,SA921-A90554A-R12-C59
2,0,SA921-A90554A-R12-C60
2,0,SA921-A90554A-R12-C61
2,0,SA921-A90554A-R12-C64
2,0,SA921-A90554A-R12-C65
2,0,SA921-A90554A-R12-C66
2,0,SA921-A90554A-R12-C68
2,0,SA921-A90554A-R12-C69
2,0,SA921-A90554A-R13-C08
2,0,SA921-A90554A-R13-C09
2,0,SA921-A90554A-R13-C10
2,0,SA921-A90554A-R13-C11
2,0,SA921-A90554A-R13-C12
2,0,SA921-A90554A-R13-C14
2,0,SA921-A90554A-R13-C16
2,0,SA921-A90554A-R13-C17
2,0,SA921-A90554A-R13-C18
2,0,SA921-A90554A-R13-C19
2,0,SA921-A90554A-R13-C20
2,0,SA921-A90554A-R13-C21
2,0,SA921-A90554A-R13-C22
2,0,SA921-A90554A-R13-C25
2,0,SA921-A90554A-R13-C26
2,0,SA921-A90554A-R13-C27
2,0,SA921-A90554A-R13-C28
2,0,SA921-A90554A-R13-C30
2,0,SA921-A90554A-R13-C31
2,0,SA921-A90554A-R13-C34
2,0,SA921-A90554A-R13-C35
2,0,SA921-A90554A-R13-C36
2,0,SA921-A90554A-R13-C37
2,0,SA921-A90554A-R13-C38
2,0,SA921-A90554A-R13-C39
2,0,SA921-A90554A-R13-C40
2,0,SA921-A90554A-R13-C41
2,0,SA921-A90554A-R13-C42
2,0,SA921-A90554A-R13-C43
2,0,SA921-A90554A-R13-C44
2,0,SA921-A90554A-R13-C45
2,0,SA921-A90554A-R13-C49
2,0,SA921-A90554A-R13-C50
2,0,SA921-A90554A-R13-C51
2,0,SA921-A90554A-R13-C53
2,0,SA921-A90554A-R13-C56
2,0,SA921-A90554A-R13-C57
2,0,SA921-A90554A-R13-C58
2,0,SA921-A90554A-R13-C59
2,0,SA921-A90554A-R13-C60
2,0,SA921-A90554A-R13-C61
2,0,SA921-A90554A-R13-C62
2,0,SA921-A90554A-R13-C64
2,0,SA921-A90554A-R13-C65
2,0,SA921-A90554A-R13-C67
2,0,SA921-A90554A-R13-C68
2,0,SA921-A90554A-R13-C69
2,0,SA921-A90554A-R14-C05
2,0,SA921-A90554A-R14-C07
2,0,SA921-A90554A-R14-C09
2,0,SA921-A90554A-R14-C10
2,0,SA921-A90554A-R14-C11
2,0,SA921-A90554A-R14-C12
2,0,SA921-A90554A-R14-C13
2,0,SA921-A90554A-R14-C14
2,0,SA921-A90554A-R14-C15
2,0,SA921-A90554A-R14-C16
2,0,SA921-A90554A-R14-C17
2,0,SA921-A90554A-R14-C18
2,0,SA921-A90554A-R14-C19
2,0,SA921-A90554A-R14-C20
2,0,SA921-A90554A-R14-C21
2,0,SA921-A90554A-R14-C22
2,0,SA921-A90554A-R14-C24
2,0,SA921-A90554A-R14-C25
2,0,SA921-A90554A-R14-C27
2,0,SA921-A90554A-R14-C28
2,0,SA921-A90554A-R14-C30
2,0,SA921-A90554A-R14-C31
2,0,SA921-A90554A-R14-C33
2,0,SA921-A90554A-R14-C34
2,0,SA921-A90554A-R14-C35
2,0,SA921-A90554A-R14-C36
2,0,SA921-A90554A-R14-C38
2,0,SA921-A90554A-R14-C40
2,0,SA921-A90554A-R14-C41
2,0,SA921-A90554A-R14-C42
2,0,SA921-A90554A-R14-C43
2,0,SA921-A90554A-R14-C45
2,0,SA921-A90554A-R14-C46
2,0,SA921-A90554A-R14-C48
2,0,SA921-A90554A-R14-C49
2,0,SA921-A90554A-R14-C50
2,0,SA921-A90554A-R14-C51
2,0,SA921-A90554A-R14-C52
2,0,SA921-A90554A-R14-C55
2,0,SA921-A90554A-R14-C56
2,0,SA921-A90554A-R14-C57
2,0,SA921-A90554A-R14-C58
2,0,SA921-A90554A-R14-C59
2,0,SA921-A90554A-R14-C60
2,0,SA921-A90554A-R14-C61
2,0,SA921-A90554A-R14-C62
2,0,SA921-A90554A-R14-C64
2,0,SA921-A90554A-R14-C65
2,0,SA921-A90554A-R14-C66
2,0,SA921-A90554A-R14-C67
2,0,SA921-A90554A-R14-C68
2,0,SA921-A90554A-R14-C69
2,0,SA921-A90554A-R14-C70
2,0,SA921-A90554A-R15-C03
2,0,SA921-A90554A-R15-C05
2,0,SA921-A90554A-R15-C08
2,0,SA921-A90554A-R15-C09
2,0,SA921-A90554A-R15-C10
2,0,SA921-A90554A-R15-C11
2,0,SA921-A90554A-R15-C12
2,0,SA921-A90554A-R15-C13
2,0,SA921-A90554A-R15-C17
2,0,SA921-A90554A-R15-C18
2,0,SA921-A90554A-R15-C20
2,0,SA921-A90554A-R15-C21
2,0,SA921-A90554A-R15-C22
2,0,SA921-A90554A-R15-C24
2,0,SA921-A90554A-R15-C25
2,0,SA921-A90554A-R15-C27
2,0,SA921-A90554A-R15-C28
2,0,SA921-A90554A-R15-C29
2,0,SA921-A90554A-R15-C30
2,0,SA921-A90554A-R15-C32
2,0,SA921-A90554A-R15-C33
2,0,SA921-A90554A-R15-C34
2,0,SA921-A90554A-R15-C35
2,0,SA921-A90554A-R15-C36
2,0,SA921-A90554A-R15-C37
2,0,SA921-A90554A-R15-C38
2,0,SA921-A90554A-R15-C40
2,0,SA921-A90554A-R15-C42
2,0,SA921-A90554A-R15-C44
2,0,SA921-A90554A-R15-C48
2,0,SA921-A90554A-R15-C51
2,0,SA921-A90554A-R15-C52
2,0,SA921-A90554A-R15-C53
2,0,SA921-A90554A-R15-C56
2,0,SA921-A90554A-R15-C58
2,0,SA921-A90554A-R15-C59
2,0,SA921-A90554A-R15-C61
2,0,SA921-A90554A-R15-C64
2,0,SA921-A90554A-R15-C65
2,0,SA921-A90554A-R15-C66
2,0,SA921-A90554A-R15-C67
2,0,SA921-A90554A-R15-C68
2,0,SA921-A90554A-R15-C69
9,0,SA922-A90554B-R23-C16
8,0,SA922-A90554B-R23-C22
9,0,SA922-A90554B-R23-C24
8,0,SA922-A90554B-R23-C26
9,0,SA922-A90554B-R23-C27
9,0,SA922-A90554B-R23-C28
9,0,SA922-A90554B-R23-C29
8,0,SA922-A90554B-R23-C30
9,0,SA922-A90554B-R23-C32
8,0,SA922-A90554B-R23-C33
8,0,SA922-A90554B-R23-C34
9,0,SA922-A90554B-R23-C35
8,0,SA922-A90554B-R23-C36
8,0,SA922-A90554B-R23-C37
8,0,SA922-A90554B-R23-C38
8,0,SA922-A90554B-R23-C41
8,0,SA922-A90554B-R23-C42
8,0,SA922-A90554B-R23-C43
8,0,SA922-A90554B-R23-C44
9,0,SA922-A90554B-R23-C45
8,0,SA922-A90554B-R23-C46
8,0,SA922-A90554B-R23-C48
9,0,SA922-A90554B-R23-C49
8,0,SA922-A90554B-R23-C50
9,0,SA922-A90554B-R23-C52
9,0,SA922-A90554B-R23-C56
9,0,SA922-A90554B-R23-C58
8,0,SA922-A90554B-R23-C59
8,0,SA922-A90554B-R23-C60
9,0,SA922-A90554B-R23-C61
8,0,SA922-A90554B-R23-C62
8,0,SA922-A90554B-R23-C64
9,0,SA922-A90554B-R23-C67
8,0,SA922-A90554B-R23-C68
9,0,SA922-A90554B-R23-C69
9,0,SA922-A90554B-R24-C08
8,0,SA922-A90554B-R24-C09
8,0,SA922-A90554B-R24-C12
9,0,SA922-A90554B-R24-C13
9,0,SA922-A90554B-R24-C14
9,0,SA922-A90554B-R24-C17
8,0,SA922-A90554B-R24-C18
8,0,SA922-A90554B-R24-C19
8,0,SA922-A90554B-R24-C20
8,0,SA922-A90554B-R24-C21
8,0,SA922-A90554B-R24-C22
8,0,SA922-A90554B-R24-C24
9,0,SA922-A90554B-R24-C25
9,0,SA922-A90554B-R24-C26
8,0,SA922-A90554B-R24-C27
8,0,SA922-A90554B-R24-C28
9,0,SA922-A90554B-R24-C29
8,0,SA922-A90554B-R24-C30
8,0,SA922-A90554B-R24-C32
8,0,SA922-A90554B-R24-C33
9,0,SA922-A90554B-R24-C34
9,0,SA922-A90554B-R24-C36
8,0,SA922-A90554B-R24-C40
8,0,SA922-A90554B-R24-C41
8,0,SA922-A90554B-R24-C42
8,0,SA922-A90554B-R24-C44
9,0,SA922-A90554B-R24-C45
9,0,SA922-A90554B-R24-C67
8,0,SA922-A90554B-R24-C68
9,0,SA922-A90554B-R24-C69
9,0,SA922-A90554B-R25-C08
9,0,SA922-A90554B-R25-C09
8,0,SA922-A90554B-R25-C10
8,0,SA922-A90554B-R25-C12
9,0,SA922-A90554B-R25-C17
9,0,SA922-A90554B-R25-C18
9,0,SA922-A90554B-R25-C19
8,0,SA922-A90554B-R25-C20
8,0,SA922-A90554B-R25-C22
8,0,SA922-A90554B-R25-C24
9,0,SA922-A90554B-R25-C25
9,0,SA922-A90554B-R25-C27
9,0,SA922-A90554B-R25-C29
9,0,SA922-A90554B-R25-C30
9,0,SA922-A90554B-R25-C34
9,0,SA922-A90554B-R25-C40
8,0,SA922-A90554B-R25-C41
8,0,SA922-A90554B-R25-C43
9,0,SA922-A90554B-R25-C44
8,0,SA922-A90554B-R25-C49
9,0,SA922-A90554B-R25-C52
8,0,SA922-A90554B-R25-C56
9,0,SA922-A90554B-R25-C58
9,0,SA922-A90554B-R25-C59
9,0,SA922-A90554B-R25-C61
8,0,SA922-A90554B-R25-C62
8,0,SA922-A90554B-R25-C64
8,0,SA922-A90554B-R25-C65
8,0,SA922-A90554B-R25-C66
9,0,SA922-A90554B-R25-C67
8,0,SA922-A90554B-R25-C68
8,0,SA922-A90554B-R25-C70
8,0,SA922-A90554B-R26-C07
8,0,SA922-A90554B-R26-C08
8,0,SA922-A90554B-R26-C09
8,0,SA922-A90554B-R26-C10
8,0,SA922-A90554B-R26-C11
8,0,SA922-A90554B-R26-C12
8,0,SA922-A90554B-R26-C13
9,0,SA922-A90554B-R26-C14
8,0,SA922-A90554B-R26-C16
9,0,SA922-A90554B-R26-C20
8,0,SA922-A90554B-R26-C21
8,0,SA922-A90554B-R26-C22
8,0,SA922-A90554B-R26-C24
8,0,SA922-A90554B-R26-C25
9,0,SA922-A90554B-R26-C26
8,0,SA922-A90554B-R26-C27
9,0,SA922-A90554B-R26-C28
9,0,SA922-A90554B-R26-C32
9,0,SA922-A90554B-R26-C33
8,0,SA922-A90554B-R26-C34
8,0,SA922-A90554B-R26-C36
9,0,SA922-A90554B-R26-C37
9,0,SA922-A90554B-R26-C40
8,0,SA922-A90554B-R26-C41
9,0,SA922-A90554B-R26-C42
8,0,SA922-A90554B-R26-C43
9,0,SA922-A90554B-R26-C44
8,0,SA922-A90554B-R26-C45
9,0,SA922-A90554B-R26-C49
8,0,SA922-A90554B-R26-C50
9,0,SA922-A90554B-R26-C51
8,0,SA922-A90554B-R26-C56
9,0,SA922-A90554B-R26-C57
8,0,SA922-A90554B-R26-C58
8,0,SA922-A90554B-R26-C59
8,0,SA922-A90554B-R26-C60
9,0,SA922-A90554B-R26-C61
9,0,SA922-A90554B-R26-C62
9,0,SA922-A90554B-R26-C64
8,0,SA922-A90554B-R26-C66
8,0,SA922-A90554B-R26-C67
8,0,SA922-A90554B-R26-C68
9,0,SA922-A90554B-R26-C69
9,0,SA922-A90554B-R26-C70
9,0,SA922-A90554B-R27-C07
9,0,SA922-A90554B-R27-C12
9,0,SA922-A90554B-R27-C13
9,0,SA922-A90554B-R27-C14
8,0,SA922-A90554B-R27-C16
8,0,SA922-A90554B-R27-C18
8,0,SA922-A90554B-R27-C21
8,0,SA922-A90554B-R27-C22
8,0,SA922-A90554B-R27-C27
8,0,SA922-A90554B-R27-C29
9,0,SA922-A90554B-R27-C32
9,0,SA922-A90554B-R27-C33
